#Threshold,Score.m,Score.std
0.0,0.12773882837228748,0.005691454683567029
0.0003296099603176117,0.12092299727561488,0.006375538763473977
0.0012451931834220886,0.1239134816680498,0.006200398584650196
0.0022889580577611923,0.12441784766715529,0.004958160777718177
1.831166446208954e-05,0.13366732690400795,0.017473856434255457
3.662332892417908e-05,0.1263752783056147,0.007278363196711569
5.4934993386268616e-05,0.12792150647881761,0.006905691531959669
0.00010986998677253723,0.12667029434058713,0.006659055440972526
0.00012818165123462677,0.1235016226355343,0.0019353331056741765
0.00018311664462089539,0.1243197644796132,0.005661502261950602
0.000238051638007164,0.12285783259299946,0.00481576324650583
0.0004211682826280594,0.12168907248343111,0.004566971391818512
0.0005310382694005966,0.12237779991131617,0.002115421185245589
0.0006225965917110443,0.1265486375932099,0.010180735878172826
0.0006958432495594025,0.123337416624631,0.004074442173217907
0.0007874015718698502,0.12279005441601173,0.003115971334055491
0.0008606482297182083,0.1224623977889753,0.005316490482214468
0.0009705182164907455,0.12386355928515776,0.006977985732174703
0.0010620765388011932,0.12177894801537255,0.004723340877425977
0.00119025819003582,0.12332405850511281,0.006293748316147775
0.0013001281768083572,0.12140033525615293,0.0034149095134034762
0.0013733748346567154,0.12033533634071439,0.004809797206129405
0.0014099981635808945,0.12237709795582268,0.004493695864138015
0.0015381798148155212,0.1258463449506972,0.0026235535801759284
0.001629738137125969,0.11967660309391984,0.006330657257463044
0.0017762314528226852,0.12083129011007394,0.005200530334698173
0.0018494781106710434,0.12668862150778562,0.004943847751037863
0.0019227247685194016,0.1256287090736274,0.005521223163709889
0.002069218084216118,0.12375659734444903,0.00589448317802823
0.0023988280445337296,0.12250829182670415,0.006138240536341316
0.002655191347002983,0.12189026849333448,0.006161998567116361
0.0028749313205480576,0.12405981437930658,0.0036861816945378215
0.003222852945327759,0.12185373698684523,0.0035821054361707115
0.0037538912147283554,0.12710573910396156,0.003980373660854516
0.00021973997354507446,0.12382296221968563,0.005404000409290835
0.0013184398412704468,0.12262479940977895,0.00614480423780235
0.0006592199206352234,0.12129993699669565,0.004708571822069478
0.0007507782429456711,0.12050848890238568,0.005222689851214169
0.0010071415454149246,0.1214790880953864,0.006169126483850604
0.0006592199206352234,0.12020789637344828,0.004678275923536386
0.0008240249007940292,0.12311877539817051,0.0024973999823358303
0.0006042849272489548,0.12434865013857246,0.006447587443050925
0.0005859732627868652,0.12386004479505501,0.005735261623050681
0.0006592199206352234,0.1212542534519198,0.003109861121268928
0.00031129829585552216,0.1250836100730703,0.004625237006827729
0.0004944149404764175,0.12041015080425521,0.005687519650938888
0.0004394799470901489,0.1243930791769117,0.0066103623266298575
0.0004944149404764175,0.12085045466491325,0.005478952376990552
0.00034792162477970123,0.12429104597904257,0.005647786953232068
0.0005676615983247757,0.12465690819211916,0.007118997115249584
0.0005676615983247757,0.12181566625234397,0.0047896811124966444
0.0005493499338626862,0.1220350660817671,0.004515402789605037
0.0015564914792776108,0.12542459234150266,0.00697107123988234
0.0017212964594364166,0.12238073774770805,0.004876315476321596
0.001391686499118805,0.1233247597942865,0.0032271389425007064
0.0014832448214292526,0.1240343472665201,0.004337272358411528
0.0014832448214292526,0.12274884023585433,0.0043623235489943825
0.0014466214925050735,0.1232389619225344,0.004091552458962132
0.001391686499118805,0.12455171363706019,0.004831505180064164
0.0016114264726638794,0.12212185405170026,0.005741356782208195
0.0016114264726638794,0.12370305155140608,0.006118061090169308
0.0016114264726638794,0.12674240475623327,0.012483027614694348
0.0015748031437397003,0.12518809988322332,0.005128530590909102
0.0015748031437397003,0.12589954148204238,0.005340201214196165
0.0016846731305122375,0.1198979915657636,0.003725424834297738
0.0016846731305122375,0.12080582942599524,0.00349877282737766
0.001702984794974327,0.12566593648439572,0.003216137157446741
0.0017396081238985062,0.12077503722196736,0.0039700366776047975
0.0017396081238985062,0.12019584121485127,0.0029566501999908445
0.0017579197883605957,0.12082089516330734,0.0036136020558919565
0.0017579197883605957,0.12459087447502967,0.004991010078276617
0.0017579197883605957,0.1214471997768932,0.0038041803321283
0.0017945431172847748,0.12276137981920002,0.003707960257365116
0.0017945431172847748,0.121661892627499,0.004037805391088082
0.0018128547817468643,0.12267108294307957,0.0045647433332081004
0.0018128547817468643,0.12398667027111551,0.001824552755605853
0.0018311664462089539,0.1286094795655938,0.006303804968271233
0.0018311664462089539,0.12281828721827823,0.004460765727682798
0.0018311664462089539,0.12695896237907014,0.004381886368786023
